wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
2,3,0,9,12,1,0,9,2,1.0,49,0.0,0,0.857142857,0.625,1,1,23.0,4,2.0,1
6,5,0,22,29,9,0,22,2,0.96,134,0.0,0,0.833333333,0.6,3,4,20.5,1,0.6667,1
4,5,0,24,27,4,2,22,3,1.0,112,0.0,0,0.957446809,0.555555556,2,4,26.0,1,0.5,0
11,5,0,39,41,13,18,21,10,0.775,369,0.0,0,0.833333333,0.65,4,9,32.18181818,1,0.8182,1
2,1,0,13,11,1,5,8,2,2.0,29,0.0,0,0.0,0.625,0,0,13.5,1,0.5,0
2,4,0,13,15,1,0,13,2,1.0,65,0.0,0,0.888888889,0.6,1,1,31.0,3,1.5,0
2,4,0,7,12,1,0,7,2,1.0,50,0.0,0,0.928571429,0.625,1,1,23.5,4,2.0,1
2,4,0,16,12,1,0,16,2,2.0,39,0.0,0,0.928571429,0.625,1,1,18.5,1,0.5,0
2,4,0,30,24,1,0,30,2,1.0,135,0.0,0,0.928571429,0.625,1,1,65.0,1,0.5,1
2,3,0,15,11,1,0,15,2,2.0,47,0.0,0,0.857142857,0.583333333,1,1,22.5,1,0.5,1
3,5,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.97826087,1.0,2,4,7.666666667,1,0.3333,0
2,3,0,5,7,1,0,5,2,2.0,19,0.0,0,0.857142857,0.625,1,1,8.5,1,0.5,0
5,5,0,5,8,10,0,5,1,2.0,18,0.0,0,0.913043478,0.7,2,2,2.6,1,0.8,1
2,4,0,23,20,1,0,23,2,1.0,87,0.0,0,0.928571429,0.625,1,1,41.5,1,0.5,1
6,5,0,42,62,3,2,40,4,1.02,532,0.4,0,0.870967742,0.48,2,2,86.0,1,0.6667,0
2,3,0,10,10,1,0,10,2,2.0,29,0.0,0,0.857142857,0.625,1,1,13.5,1,0.5,0
6,8,0,19,18,15,6,13,4,1.066666667,77,0.0,0,0.885714286,0.7,5,5,11.33333333,3,1.3333,0
2,4,0,10,8,1,0,10,2,2.0,25,0.0,0,0.888888889,0.6,1,1,11.5,1,0.5,1
6,4,0,19,26,9,1,18,2,0.95,109,0.0,0,0.826086957,0.6,2,4,16.5,1,0.6667,0
5,5,0,10,20,8,1,9,3,1.0,92,0.0,0,0.888888889,0.5,2,2,16.6,2,0.8,0
0,1,0,1,0,0,1,0,0,2.0,21,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
4,5,0,2,9,6,0,2,3,1.111111111,32,0.0,0,0.935483871,1.0,1,1,6.25,1,0.5,0
4,5,0,2,9,6,0,2,3,1.111111111,32,0.0,0,0.935483871,1.0,1,1,6.25,1,0.5,0
6,5,0,13,26,15,0,13,1,1.0,157,0.0,0,0.893617021,0.708333333,2,3,24.5,5,1.6667,0
2,4,0,43,35,1,0,43,2,1.0,251,0.0,0,0.928571429,0.625,1,1,122.5,1,0.5,1
6,7,0,13,18,9,0,13,1,0.933333333,67,0.0,0,0.891891892,0.666666667,4,5,9.666666667,1,0.6667,0
2,4,0,33,40,1,0,33,2,1.0,377,0.0,0,0.928571429,0.625,1,1,185.0,1,0.5,1
6,1,0,61,19,13,46,15,4,0.96,114,0.2,0,0.0,0.28,0,0,17.16666667,2,1.0,0
2,4,0,24,24,1,0,24,2,1.0,128,0.0,0,0.928571429,0.625,1,1,61.5,1,0.5,1
5,1,0,22,39,10,7,15,3,1.15,302,0.0,0,0.0,0.25,0,0,58.4,13,4.6,1
6,4,0,11,19,9,0,11,1,0.933333333,68,0.0,0,0.833333333,0.6,2,5,9.833333333,1,0.6667,0
2,3,0,9,7,1,0,9,2,2.0,14,0.0,0,0.857142857,0.625,1,1,6.0,1,0.5,0
2,3,0,11,11,1,0,11,2,2.0,40,0.0,0,0.857142857,0.625,1,1,19.0,1,0.5,1
2,6,4,5,6,1,4,1,1,1.0,22,0.0,0,0.966666667,1.0,1,1,9.5,2,1.0,0
2,3,0,11,16,1,0,11,2,1.0,52,0.0,0,0.857142857,0.625,1,1,24.5,3,1.5,1
3,3,0,5,11,3,0,5,1,2.0,33,0.0,0,0.8,0.555555556,1,1,10.0,3,1.6667,0
2,3,0,11,9,1,0,11,2,2.0,26,0.0,0,0.857142857,0.625,1,1,12.0,1,0.5,1
2,3,0,20,23,1,0,20,2,1.0,150,0.0,0,0.857142857,0.625,1,1,72.0,6,3.0,0
2,4,0,14,13,1,0,14,2,1.0,63,0.0,0,0.928571429,0.625,1,1,29.5,1,0.5,0
2,4,0,18,12,1,0,18,2,2.0,43,0.0,0,0.928571429,0.625,1,1,20.5,1,0.5,0
4,1,0,9,4,6,6,3,4,2.0,4,0.0,0,0.0,0.55,0,0,0.0,1,1.0,0
2,3,0,22,27,1,0,22,2,1.0,122,0.0,0,0.857142857,0.625,1,1,59.5,8,4.0,1
2,4,0,16,16,1,0,16,2,2.0,49,0.0,0,0.888888889,0.6,1,1,23.5,1,0.5,1
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
8,5,0,30,42,0,12,18,7,0.857142857,329,0.0,0,0.882352941,0.80952381,2,6,39.625,1,0.75,1
2,3,0,29,25,1,0,29,2,1.0,142,0.0,0,0.857142857,0.625,1,1,69.0,1,0.5,1
2,3,0,17,19,1,0,17,2,1.0,92,0.0,0,0.857142857,0.625,1,1,44.0,5,2.5,1
2,4,0,12,17,1,0,12,2,1.0,64,0.0,0,0.972222222,0.666666667,3,3,30.5,3,1.5,0
6,5,0,17,25,9,0,17,2,0.933333333,95,0.0,0,0.833333333,0.6,3,4,14.33333333,1,0.6667,1
4,5,0,34,56,4,2,32,3,1.0,420,0.0,0,0.957446809,0.555555556,2,4,102.0,1,0.5,0
5,5,0,35,43,4,2,33,4,0.916666667,287,0.0,0,0.9,0.666666667,2,2,55.2,1,0.6,0
12,5,0,49,95,10,7,42,9,0.87012987,796,0.0,0,0.818181818,0.545454545,2,4,64.75,1,0.8333,1
4,5,2,26,54,4,2,24,2,1.0,356,0.2,0,0.957446809,0.555555556,0,0,86.75,1,0.5,0
6,5,0,15,19,9,0,15,2,0.933333333,69,0.0,0,0.833333333,0.6,3,4,10.0,1,0.6667,0
2,4,0,29,27,1,0,29,2,1.0,229,0.0,0,0.928571429,0.625,1,1,111.5,1,0.5,1
7,5,0,21,27,13,0,21,3,0.933333333,150,0.0,0,0.8,0.4,3,5,19.71428571,3,1.0,0
2,2,0,10,13,1,0,10,2,1.0,64,0.0,0,0.8,0.666666667,1,1,30.0,3,1.5,0
4,5,0,10,13,6,0,10,2,1.0,103,0.0,0,0.9375,0.34375,1,2,23.75,2,1.0,0
4,5,0,15,21,6,0,15,2,1.0,133,0.0,0,0.9375,0.357142857,2,3,31.75,1,0.75,1
7,7,0,21,28,9,0,21,1,0.888888889,110,0.0,0,0.868421053,0.722222222,4,5,14.28571429,1,0.7143,0
2,3,0,10,9,1,0,10,2,2.0,29,0.0,0,0.857142857,0.625,1,1,13.5,1,0.5,1
2,4,0,16,12,1,0,16,2,2.0,44,0.0,0,0.928571429,0.625,1,1,21.0,1,0.5,0
2,3,0,25,21,1,0,25,2,1.0,93,0.0,0,0.857142857,0.625,1,1,44.5,1,0.5,1
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,0,23,18,1,0,23,2,1.0,84,0.0,0,0.857142857,0.625,1,1,40.0,1,0.5,1
43,1,0,20,74,767,4,16,38,0.960927961,1450,0.0,0,0.0,0.172757475,0,0,30.90697674,5,1.3488,1
5,4,0,17,34,4,0,17,1,0.916666667,451,0.222222222,0,0.9375,0.5,2,2,87.4,2,1.0,1
7,1,0,19,34,19,0,19,7,0.916666667,155,0.0,0,0.0,0.367346939,0,0,20.85714286,4,1.7143,1
5,1,0,10,9,10,1,9,5,2.0,26,0.0,0,0.0,0.72,0,0,4.2,1,0.8,0
2,4,0,21,20,1,0,21,2,1.0,98,0.0,0,0.928571429,0.625,1,1,47.5,1,0.5,0
2,3,0,14,18,1,0,14,2,1.0,79,0.0,0,0.857142857,0.625,1,1,37.5,3,1.5,0
4,2,0,3,7,6,0,3,4,2.0,37,0.0,0,0.666666667,0.75,0,0,8.25,1,0.75,0
9,5,0,24,35,24,0,24,4,0.95,172,0.0,0,0.740740741,0.425,3,5,17.55555556,3,1.0,1
2,4,0,39,50,1,0,39,2,1.0,300,0.0,0,0.972222222,0.666666667,2,2,145.0,1,0.5,1
4,1,0,17,29,4,2,15,2,0.888888889,121,0.333333333,0,0.0,0.388888889,0,0,28.5,3,1.0,0
5,3,0,34,98,8,0,34,2,1.035714286,778,0.428571429,0,0.869565217,0.34375,2,2,153.2,22,6.4,1
2,4,0,38,40,1,0,38,2,1.0,354,0.0,0,0.928571429,0.625,1,1,173.0,1,0.5,1
2,3,0,11,20,1,0,11,2,2.0,107,0.0,0,0.857142857,0.625,1,1,52.5,7,3.5,1
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
2,4,0,25,23,1,0,25,2,1.0,112,0.0,0,0.928571429,0.625,1,1,54.0,1,0.5,1
8,6,12,25,24,28,12,13,4,1.0,75,0.0,0,0.818181818,0.428571429,3,4,8.125,3,1.0,0
2,3,0,20,16,1,0,20,2,1.0,65,0.0,0,0.857142857,0.625,1,1,31.0,1,0.5,1
2,3,0,8,6,1,0,8,2,2.0,21,0.0,0,0.857142857,0.625,1,1,9.5,2,1.0,1
5,5,0,29,60,4,3,26,4,0.9375,419,0.0,0,0.916666667,0.666666667,2,4,82.0,1,0.6,0
2,2,0,10,9,1,0,10,2,2.0,61,0.0,0,0.8,0.666666667,1,1,29.5,1,0.5,1
3,3,0,32,59,3,0,32,2,1.0,399,0.0,0,0.75,0.466666667,1,1,131.0,2,1.0,1
4,3,0,13,27,4,0,13,1,0.904761905,304,0.142857143,0,0.955555556,0.666666667,1,1,73.25,1,0.5,0
2,4,0,23,36,1,0,23,2,1.0,194,0.0,0,0.928571429,0.625,1,1,95.0,1,0.5,1
1,1,0,5,1,0,2,3,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,2,0,13,9,6,8,5,1,2.0,20,0.0,0,0.571428571,0.55,1,2,4.0,1,0.75,0
6,5,0,16,21,13,0,16,3,1.0,68,0.0,0,0.833333333,0.36,3,4,9.833333333,1,0.6667,0
3,4,0,24,26,1,0,24,2,1.1875,168,0.625,0,0.928571429,0.625,1,1,52.33333333,1,0.3333,1
2,4,0,11,8,1,0,11,2,2.0,29,0.0,0,0.888888889,0.6,1,1,13.5,1,0.5,1
2,4,0,21,33,1,0,21,2,1.0,198,0.0,0,0.972222222,0.666666667,3,3,96.5,7,3.5,0
2,3,0,14,15,1,0,14,2,2.0,45,0.0,0,0.857142857,0.625,1,1,21.5,1,0.5,0
6,5,0,14,19,15,0,14,1,1.0,89,0.0,0,0.9,0.75,2,3,13.5,5,1.5,0
2,4,0,13,13,1,0,13,2,1.0,60,0.0,0,0.888888889,0.6,1,1,28.5,5,2.5,1
11,5,0,33,41,13,13,20,10,0.775,362,0.0,0,0.833333333,0.65,4,9,31.54545455,1,0.8182,1
2,3,0,17,19,1,0,17,2,1.0,77,0.0,0,0.857142857,0.625,2,2,36.5,1,0.5,1
2,4,0,15,13,1,0,15,2,1.0,53,0.0,0,0.928571429,0.625,1,1,25.0,1,0.5,0
3,1,0,5,3,3,3,2,3,2.0,3,0.0,0,0.0,0.777777778,0,0,0.0,1,1.0,0
2,5,0,33,32,1,0,33,2,1.0,143,0.0,0,0.9375,0.6,1,1,70.0,1,0.5,0
2,3,0,18,19,1,0,18,2,1.0,103,0.0,0,0.857142857,0.625,1,1,49.5,11,5.5,1
2,4,0,20,22,1,0,20,2,1.888888889,132,0.888888889,0,0.928571429,0.625,1,1,60.5,1,0.5,0
4,4,0,1,9,6,0,1,4,1.0,45,0.0,0,0.943396226,1.0,1,3,9.75,2,1.25,0
3,5,2,16,20,1,2,14,2,0.75,75,0.0,0,0.97826087,0.666666667,0,0,23.33333333,1,0.3333,0
2,3,0,12,14,1,0,12,2,2.0,49,0.0,0,0.857142857,0.625,1,1,23.5,1,0.5,0
2,3,0,13,17,1,0,13,2,1.0,96,0.0,0,0.857142857,0.625,1,1,45.5,4,2.0,1
2,4,0,22,24,1,0,22,2,1.0,122,0.0,0,0.928571429,0.625,1,1,58.5,1,0.5,0
2,3,0,32,36,1,0,32,2,1.0,229,0.0,0,0.857142857,0.625,1,1,110.5,7,3.5,1
2,4,0,8,8,1,0,8,2,2.0,31,0.0,0,0.928571429,0.625,1,1,14.5,2,1.0,0
2,3,0,15,21,1,0,15,2,1.333333333,95,0.333333333,0,0.857142857,0.625,1,1,45.0,7,3.5,0
2,3,0,11,19,1,0,11,2,2.0,78,0.0,0,0.857142857,0.625,1,1,38.0,4,2.0,1
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
2,4,0,10,7,1,0,10,2,2.0,20,0.0,0,0.888888889,0.6,1,1,9.0,1,0.5,0
7,5,0,22,32,13,0,22,3,0.916666667,156,0.0,0,0.8,0.4,4,6,20.71428571,5,1.2857,0
2,3,0,21,37,1,0,21,2,1.0,244,0.0,0,0.857142857,0.625,1,1,118.5,1,0.5,1
2,2,0,13,18,0,4,9,2,0.0,75,1.0,1,0.857142857,0.666666667,0,0,36.0,1,0.5,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,3,0,24,31,1,0,24,2,1.0,169,0.0,0,0.857142857,0.583333333,1,1,82.5,1,0.5,1
5,5,0,22,40,4,2,20,4,0.916666667,210,0.0,0,0.9,0.666666667,2,2,40.4,1,0.6,0
2,3,0,12,12,1,0,12,2,1.0,63,0.0,0,0.857142857,0.625,1,1,29.5,1,0.5,0
2,4,0,17,17,1,0,17,2,1.0,83,0.0,0,0.928571429,0.625,2,2,39.5,1,0.5,0
2,4,0,20,17,1,0,20,2,1.5,120,0.0,0,0.928571429,0.625,1,1,56.0,1,0.5,0
2,2,0,10,9,1,0,10,2,2.0,49,0.0,0,0.8,0.666666667,1,1,23.5,1,0.5,1
2,3,0,7,6,1,0,7,2,2.0,21,0.0,0,0.857142857,0.625,1,1,9.5,2,1.0,1
2,3,0,14,21,1,0,14,2,1.0,69,0.0,0,0.857142857,0.625,1,1,33.0,3,1.5,0
2,1,0,10,11,1,1,9,2,2.0,32,0.0,0,0.0,0.625,0,0,15.0,1,0.5,0
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
2,1,0,5,9,1,4,1,1,2.0,46,0.0,0,0.0,0.5,0,0,22.0,4,2.0,0
4,5,0,11,18,4,1,10,3,1.0,67,0.0,0,0.957446809,0.555555556,2,4,15.0,1,0.5,0
6,7,0,10,15,13,0,10,2,1.0,49,0.0,0,0.882352941,0.466666667,4,6,6.666666667,1,0.6667,0
4,3,0,9,22,4,0,9,1,0.888888889,168,0.166666667,0,0.955555556,0.666666667,1,1,39.5,1,0.5,1
2,4,0,26,26,1,0,26,2,1.0,118,0.0,0,0.928571429,0.625,1,1,57.5,1,0.5,0
4,5,0,20,29,4,1,19,3,1.0,102,0.0,0,0.928571429,0.555555556,2,2,23.75,1,0.5,0
2,3,0,14,18,1,0,14,2,2.0,71,0.0,0,0.857142857,0.625,1,1,34.5,1,0.5,1
2,2,0,22,25,1,0,22,1,1.0,106,0.0,0,0.933333333,0.625,1,2,51.0,3,1.5,1
2,4,0,7,5,1,0,7,2,2.0,10,0.0,0,0.888888889,0.6,1,1,4.0,1,0.5,0
6,4,0,23,26,9,0,23,2,0.933333333,107,0.0,0,0.826086957,0.6,2,4,16.33333333,1,0.6667,1
2,3,0,8,15,1,0,8,2,1.0,48,0.0,0,0.857142857,0.625,1,1,22.5,3,1.5,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,5,0,28,23,1,0,28,2,1.0,110,0.0,0,0.9375,0.625,1,1,53.0,1,0.5,0
8,3,2,18,43,14,2,16,3,0.949579832,930,0.117647059,0,0.87755102,0.476190476,3,4,113.125,5,1.625,1
2,3,0,17,21,1,0,17,2,1.0,86,0.0,0,0.857142857,0.625,1,1,41.5,1,0.5,1
2,3,0,12,16,1,0,12,2,1.0,99,0.0,0,0.857142857,0.625,1,1,48.0,1,0.5,1
2,3,0,11,11,1,0,11,2,1.0,36,0.0,0,0.857142857,0.625,1,1,16.5,1,0.5,0
4,5,0,1,9,6,0,1,4,1.0,45,0.0,0,0.944444444,1.0,1,3,9.75,2,1.25,0
2,3,0,11,11,1,0,11,2,1.0,64,0.0,0,0.857142857,0.625,1,1,30.0,1,0.5,1
2,3,0,13,15,1,0,13,2,1.0,51,0.0,0,0.857142857,0.625,1,1,24.0,1,0.5,0
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
4,2,0,16,23,4,0,16,3,0.888888889,122,0.333333333,0,0.6,0.5,0,0,28.75,4,1.75,0
7,5,0,26,28,15,0,26,3,0.944444444,103,0.0,0,0.8,0.4,3,5,13.28571429,1,0.7143,1
2,5,0,10,6,1,0,10,2,2.0,25,0.0,0,0.9375,0.6,1,1,11.5,1,0.5,1
2,1,0,50,2,1,48,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
6,5,0,18,26,3,2,16,5,0.866666667,218,0.0,0,0.862068966,0.733333333,2,2,34.83333333,1,0.6667,0
4,5,0,11,19,4,1,10,3,1.0,73,0.0,0,0.957446809,0.555555556,2,4,16.5,1,0.5,0
2,4,0,10,11,1,0,10,2,1.0,58,0.0,0,0.972222222,0.666666667,2,2,27.0,1,0.5,0
3,1,0,8,14,3,2,6,2,1.5,59,1.0,0,0.0,0.416666667,0,0,18.33333333,3,1.3333,0
7,5,0,22,33,9,0,22,2,0.966666667,145,0.2,0,0.8,0.666666667,3,4,19.0,1,0.7143,0
3,4,0,8,12,3,0,8,2,1.0,52,0.0,0,0.952380952,0.625,1,1,15.66666667,5,1.6667,0
2,4,0,30,28,1,0,30,2,1.0,181,0.0,0,0.928571429,0.625,1,1,88.0,1,0.5,1
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.869565217,0.5,3,3,7.6,1,0.6,0
6,8,0,10,15,13,0,10,2,1.0,49,0.0,0,0.885714286,0.466666667,4,6,6.666666667,1,0.6667,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,1
6,5,0,14,18,9,0,14,2,0.95,83,0.0,0,0.84,0.6,2,4,12.16666667,1,0.6667,0
22,1,0,91,69,121,53,38,21,0.80952381,892,0.0,0,0.0,0.181818182,0,0,39.27272727,7,3.7273,1
5,1,0,35,30,8,16,19,3,0.75,225,0.333333333,1,0.0,0.4375,0,0,43.4,12,2.8,1
2,5,0,20,24,1,0,20,2,1.0,153,0.0,0,0.9375,0.6,1,1,75.0,1,0.5,1
2,3,0,11,9,1,0,11,2,2.0,35,0.0,0,0.857142857,0.625,1,1,16.5,4,2.0,1
6,5,0,17,25,13,0,17,3,1.0,102,0.0,0,0.833333333,0.36,4,5,15.33333333,5,1.3333,0
2,3,0,19,23,1,0,19,2,1.0,76,0.0,0,0.857142857,0.625,1,1,36.5,2,1.0,1
6,5,0,27,38,3,9,18,5,0.9,233,0.0,0,0.918367347,0.733333333,2,6,37.16666667,1,0.6667,0
2,3,0,28,24,1,0,28,2,1.0,127,0.0,0,0.857142857,0.625,1,1,61.0,1,0.5,1
6,4,0,13,17,9,0,13,2,0.95,82,0.0,0,0.826086957,0.6,2,4,12.0,1,0.6667,1
2,4,0,16,22,1,0,16,2,1.0,90,0.0,0,0.972222222,0.666666667,3,3,43.5,2,1.0,0
8,1,0,4,14,10,2,2,8,0.714285714,69,1.0,2,0.0,0.34375,0,0,7.25,1,0.875,0
2,3,0,13,11,1,0,13,2,2.0,37,0.0,0,0.857142857,0.625,1,1,17.5,2,1.0,1
7,4,0,26,34,15,0,26,3,0.958333333,174,0.0,0,0.791666667,0.4,3,5,23.28571429,4,1.1429,1
2,1,0,22,6,1,15,7,2,2.0,16,0.0,0,0.0,0.625,0,0,7.0,1,0.5,0
3,5,0,5,8,3,3,2,2,1.166666667,29,0.0,0,0.965517241,1.0,3,3,7.666666667,1,0.3333,0
2,3,0,9,11,1,0,9,2,1.0,54,0.0,0,0.857142857,0.625,1,1,25.0,1,0.5,0
7,5,0,22,31,13,0,22,3,0.933333333,177,0.0,0,0.8,0.4,3,5,23.57142857,3,1.0,0
2,3,0,5,6,1,0,5,2,2.0,19,1.0,0,0.857142857,0.625,1,1,8.0,1,0.5,0
2,3,0,5,7,1,0,5,2,2.0,19,0.0,0,0.857142857,0.625,1,1,8.5,1,0.5,0
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
8,1,0,28,49,28,3,25,4,0.714285714,346,0.0,0,0.0,0.5,0,0,42.125,2,1.0,0
7,5,0,13,17,19,0,13,3,1.0,54,0.0,0,0.821428571,0.333333333,3,6,6.285714286,1,0.7143,0
2,3,0,13,12,1,0,13,2,2.0,49,0.0,0,0.857142857,0.625,1,1,23.5,1,0.5,1
4,5,0,10,16,4,1,9,3,1.0,63,0.0,0,0.957446809,0.555555556,2,4,14.0,1,0.5,0
2,3,0,16,16,1,0,16,2,1.0,139,0.0,0,0.857142857,0.625,1,1,66.5,8,4.0,0
2,4,0,13,18,1,0,13,2,1.0,103,0.0,0,0.888888889,0.6,1,1,49.0,8,4.0,0
2,3,0,20,17,1,0,20,2,2.0,92,0.0,0,0.857142857,0.625,1,1,45.0,1,0.5,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
2,4,0,17,17,1,0,17,2,2.0,56,0.0,0,0.928571429,0.625,1,1,27.0,1,0.5,0
4,5,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.92,1.0,2,2,6.25,1,0.5,0
2,2,0,19,35,1,0,19,2,1.0,185,0.0,0,0.95,0.75,0,0,90.0,7,3.5,0
2,3,0,8,12,1,0,8,2,1.0,44,0.0,0,0.857142857,0.625,1,1,20.5,3,1.5,1
2,4,0,15,14,1,0,15,2,1.0,72,0.0,0,0.928571429,0.625,1,1,34.0,1,0.5,0
2,4,0,15,15,1,0,15,2,1.0,44,0.0,0,0.928571429,0.625,1,1,20.5,1,0.5,0
3,3,13,21,21,1,13,8,2,0.75,83,0.5,0,0.956521739,0.75,2,2,26.0,1,0.3333,0
7,5,0,20,25,1,4,16,6,0.791666667,226,0.0,0,0.838709677,0.777777778,2,2,30.71428571,1,0.7143,0
7,5,0,19,24,21,0,19,1,1.0,158,0.0,0,0.882352941,0.785714286,2,3,21.0,8,2.1429,0
3,4,0,29,32,1,0,29,2,0.833333333,223,0.333333333,0,0.928571429,0.625,1,1,72.33333333,1,0.3333,0
6,5,0,23,23,9,0,23,2,0.95,97,0.0,0,0.833333333,0.6,3,4,14.5,1,0.6667,0
2,3,0,21,11,1,0,21,2,2.0,37,0.0,0,0.857142857,0.583333333,1,1,17.5,1,0.5,0
2,4,0,15,13,1,0,15,2,1.333333333,69,0.0,0,0.928571429,0.625,1,1,32.0,1,0.5,0
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.869565217,0.5,3,3,7.6,1,0.6,0
2,3,0,10,13,1,0,10,2,1.0,53,0.0,0,0.857142857,0.625,1,1,25.0,1,0.5,1
2,4,0,18,22,1,0,18,2,1.0,119,0.0,0,0.928571429,0.625,1,1,57.5,1,0.5,1
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.869565217,0.5,3,3,7.6,1,0.6,0
2,5,0,1,3,1,0,1,1,2.0,7,0.0,0,0.973684211,1.0,1,1,2.5,1,0.5,0
3,4,0,10,20,3,0,10,2,1.0,70,0.5,0,0.928571429,0.625,1,1,21.66666667,1,0.3333,0
0,1,0,338,0,0,338,0,0,2.0,752,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
4,4,0,36,65,4,0,36,2,0.777777778,917,0.0,0,0.8125,0.464285714,1,1,227.5,10,5.0,1
2,1,0,10,11,1,1,9,2,2.0,58,0.0,0,0.0,0.625,0,0,28.0,1,0.5,0
5,5,0,10,14,8,0,10,2,1.0,46,0.0,0,0.869565217,0.5,3,3,7.6,1,0.6,0
3,6,0,3,8,3,1,2,2,1.166666667,29,0.0,0,0.978723404,1.0,3,4,7.666666667,1,0.3333,0
24,1,0,52,131,202,17,35,20,0.797101449,1664,0.333333333,0,0.0,0.145962733,0,0,68.20833333,6,2.9583,1
5,5,0,16,26,8,0,16,1,0.916666667,159,0.0,0,0.913043478,0.7,2,3,30.2,9,2.6,1
2,4,0,29,34,1,0,29,2,1.0,306,0.0,0,0.928571429,0.625,1,1,150.0,1,0.5,1
2,4,0,45,57,1,0,45,2,1.0,385,0.0,0,0.928571429,0.625,1,1,190.0,1,0.5,1
6,4,0,23,25,9,0,23,2,0.933333333,106,0.0,0,0.826086957,0.6,2,4,16.16666667,1,0.6667,1
2,3,0,5,18,1,0,5,2,2.0,123,0.0,0,0.857142857,0.625,1,1,60.5,9,4.5,0
4,8,0,3,9,6,1,2,1,1.111111111,32,0.0,0,0.942857143,1.0,3,3,6.25,1,0.5,0
2,3,0,5,6,1,0,5,2,2.0,18,0.0,0,0.857142857,0.625,1,1,8.0,1,0.5,0
3,5,2,23,32,1,2,21,2,0.833333333,145,0.0,0,0.97826087,0.666666667,0,0,46.33333333,1,0.3333,0
2,4,0,10,8,1,0,10,2,2.0,22,0.0,0,0.888888889,0.5625,1,1,10.0,1,0.5,0
2,3,0,16,16,1,0,16,2,1.0,62,0.0,0,0.857142857,0.625,1,1,29.5,1,0.5,0
5,5,0,11,16,8,0,11,2,1.0,54,0.0,0,0.869565217,0.5,3,3,9.2,1,0.6,0
2,3,0,20,19,1,0,20,2,1.0,76,0.0,0,0.857142857,0.625,1,1,36.5,1,0.5,1
3,4,38,49,16,3,38,11,2,1.0,52,0.0,0,0.904761905,0.5,1,1,16.0,3,1.3333,0
5,7,0,16,16,10,4,12,3,1.083333333,57,0.0,0,0.911764706,0.625,5,5,9.8,3,1.0,0
2,3,0,10,13,1,0,10,2,1.0,65,0.0,0,0.857142857,0.625,1,1,30.5,4,2.0,1
2,3,0,12,22,1,0,12,2,1.0,88,0.0,0,0.857142857,0.625,1,1,42.5,9,4.5,1
2,5,0,43,61,1,0,43,2,1.0,554,0.0,0,0.9375,0.6,1,1,275.0,1,0.5,1
2,5,0,25,21,1,0,25,2,1.333333333,100,0.333333333,0,0.9375,0.6,1,1,47.5,1,0.5,0
2,4,0,19,18,1,0,19,2,1.0,185,0.0,0,0.928571429,0.625,1,1,89.0,1,0.5,0
1,4,5,7,2,0,6,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,1
2,1,0,16,8,1,10,6,2,2.0,17,0.0,0,0.0,0.625,0,0,7.5,1,0.5,0
29,1,0,100,150,394,52,48,27,0.976190476,1677,0.166666667,0,0.0,0.158163265,0,0,56.62068966,20,3.5862,1
2,4,0,28,26,1,0,28,2,1.0,181,0.0,0,0.928571429,0.625,1,1,86.5,1,0.5,1
2,4,0,13,11,1,0,13,2,1.0,40,0.0,0,0.928571429,0.625,1,1,18.5,1,0.5,0
9,6,0,37,58,16,8,29,6,0.875,461,0.0,0,0.774193548,0.4375,2,2,49.66666667,2,0.8889,0
