2024-04-23 20:03:26,308 - Episode: 1/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:44:12,331 - Episode: 551/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 20:44:17,880 - Episode: 552/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:44:23,241 - Episode: 553/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:44:28,711 - Episode: 554/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:44:34,010 - Episode: 555/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:44:39,418 - Episode: 556/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:44:44,937 - Episode: 557/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:44:50,394 - Episode: 558/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 20:44:55,849 - Episode: 559/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 20:45:01,413 - Episode: 560/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-23 20:45:06,710 - Episode: 561/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 20:45:12,213 - Episode: 562/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-23 20:45:17,497 - Episode: 563/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 20:45:23,032 - Episode: 564/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:45:28,472 - Episode: 565/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:45:33,848 - Episode: 566/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:45:39,367 - Episode: 567/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-23 20:45:44,931 - Episode: 568/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-23 20:45:50,419 - Episode: 569/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:45:55,875 - Episode: 570/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:46:01,378 - Episode: 571/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-23 20:46:06,832 - Episode: 572/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 20:46:12,162 - Episode: 573/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:46:17,647 - Episode: 574/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-23 20:46:23,026 - Episode: 575/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:46:28,449 - Episode: 576/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:46:33,811 - Episode: 577/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:46:39,234 - Episode: 578/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:46:44,609 - Episode: 579/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-23 20:46:50,111 - Episode: 580/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:46:55,612 - Episode: 581/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:47:01,127 - Episode: 582/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:47:06,818 - Episode: 583/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:47:12,428 - Episode: 584/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:47:17,788 - Episode: 585/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:47:23,463 - Episode: 586/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:47:28,870 - Episode: 587/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:47:34,325 - Episode: 588/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:47:39,812 - Episode: 589/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:47:45,345 - Episode: 590/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-23 20:47:50,940 - Episode: 591/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:47:57,337 - Episode: 592/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:48:03,182 - Episode: 593/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:48:09,456 - Episode: 594/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-23 20:48:15,066 - Episode: 595/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:48:20,618 - Episode: 596/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:48:26,135 - Episode: 597/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-23 20:48:31,844 - Episode: 598/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:48:37,389 - Episode: 599/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:48:42,857 - Episode: 600/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:48:48,436 - Episode: 601/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:48:53,960 - Episode: 602/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:48:59,442 - Episode: 603/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:49:05,067 - Episode: 604/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:49:10,502 - Episode: 605/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:49:16,147 - Episode: 606/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:49:21,568 - Episode: 607/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:49:27,057 - Episode: 608/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:49:33,058 - Episode: 609/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 20:49:42,207 - Episode: 610/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:49:50,547 - Episode: 611/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:49:59,635 - Episode: 612/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:50:07,286 - Episode: 613/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:50:15,287 - Episode: 614/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 20:50:22,611 - Episode: 615/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:50:29,879 - Episode: 616/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:50:37,306 - Episode: 617/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:50:44,718 - Episode: 618/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:50:51,997 - Episode: 619/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:50:59,058 - Episode: 620/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:51:07,533 - Episode: 621/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 20:51:15,328 - Episode: 622/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:51:22,697 - Episode: 623/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:51:29,790 - Episode: 624/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:51:36,914 - Episode: 625/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-23 20:51:44,421 - Episode: 626/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:51:51,764 - Episode: 627/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:51:59,309 - Episode: 628/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:52:06,843 - Episode: 629/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:52:14,166 - Episode: 630/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:52:21,081 - Episode: 631/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:52:28,210 - Episode: 632/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 20:52:36,114 - Episode: 633/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 20:52:43,964 - Episode: 634/1000, Total Reward: -1.0999999999999988, Accuracy: 0.00
2024-04-23 20:52:51,360 - Episode: 635/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 20:52:59,495 - Episode: 636/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 20:53:07,445 - Episode: 637/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 20:53:15,297 - Episode: 638/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-23 20:53:22,645 - Episode: 639/1000, Total Reward: -7.1000000000000005, Accuracy: 0.00
2024-04-23 20:53:30,278 - Episode: 640/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:53:38,282 - Episode: 641/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-23 20:53:45,514 - Episode: 642/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-23 20:53:52,980 - Episode: 643/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 20:54:00,778 - Episode: 644/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 20:54:08,676 - Episode: 645/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 20:54:16,556 - Episode: 646/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 20:54:24,265 - Episode: 647/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 20:54:33,106 - Episode: 648/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-23 20:54:39,947 - Episode: 649/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 20:54:52,548 - Episode: 650/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 20:55:00,546 - Episode: 651/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 20:55:09,382 - Episode: 652/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 20:55:18,325 - Episode: 653/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:55:26,839 - Episode: 654/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:55:35,528 - Episode: 655/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 20:55:44,571 - Episode: 656/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 20:55:53,294 - Episode: 657/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-23 20:56:02,027 - Episode: 658/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-23 20:56:11,095 - Episode: 659/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 20:56:19,855 - Episode: 660/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-23 20:56:28,854 - Episode: 661/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 20:56:38,371 - Episode: 662/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 20:56:47,095 - Episode: 663/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 20:56:55,744 - Episode: 664/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 20:57:04,873 - Episode: 665/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-23 20:57:13,101 - Episode: 666/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-23 20:57:21,333 - Episode: 667/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 20:57:29,846 - Episode: 668/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 20:57:38,545 - Episode: 669/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-23 20:57:47,520 - Episode: 670/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 20:57:57,462 - Episode: 671/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 20:58:06,257 - Episode: 672/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 20:58:14,887 - Episode: 673/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-23 20:58:23,647 - Episode: 674/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 20:58:32,623 - Episode: 675/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 20:58:41,183 - Episode: 676/1000, Total Reward: -10.099999999999998, Accuracy: 0.00
2024-04-23 20:58:50,149 - Episode: 677/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 20:59:02,780 - Episode: 678/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-23 20:59:12,164 - Episode: 679/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-23 20:59:21,450 - Episode: 680/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-23 20:59:32,534 - Episode: 681/1000, Total Reward: -5.8999999999999995, Accuracy: 0.00
2024-04-23 20:59:42,807 - Episode: 682/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 20:59:52,025 - Episode: 683/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 21:00:00,588 - Episode: 684/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-23 21:00:09,723 - Episode: 685/1000, Total Reward: -9.5, Accuracy: 0.00
2024-04-23 21:00:18,138 - Episode: 686/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 21:00:26,675 - Episode: 687/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-23 21:00:35,457 - Episode: 688/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 21:00:44,151 - Episode: 689/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 21:00:52,586 - Episode: 690/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-23 21:01:00,988 - Episode: 691/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-23 21:01:11,773 - Episode: 692/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-23 21:01:20,667 - Episode: 693/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-23 21:01:29,682 - Episode: 694/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 21:01:38,193 - Episode: 695/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-23 21:01:47,079 - Episode: 696/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-23 21:01:56,252 - Episode: 697/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:02:04,970 - Episode: 698/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-23 21:02:13,567 - Episode: 699/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 21:02:21,487 - Episode: 700/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-23 21:02:30,289 - Episode: 701/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 21:02:39,062 - Episode: 702/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-23 21:02:47,735 - Episode: 703/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-23 21:02:56,318 - Episode: 704/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-23 21:03:05,144 - Episode: 705/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:03:14,287 - Episode: 706/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 21:03:22,677 - Episode: 707/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-23 21:03:30,996 - Episode: 708/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:03:39,714 - Episode: 709/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 21:03:47,994 - Episode: 710/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 21:03:56,192 - Episode: 711/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 21:04:04,902 - Episode: 712/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-23 21:04:13,785 - Episode: 713/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 21:04:22,368 - Episode: 714/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:04:30,659 - Episode: 715/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:04:39,458 - Episode: 716/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:04:48,001 - Episode: 717/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-23 21:04:56,525 - Episode: 718/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 21:05:04,964 - Episode: 719/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 21:05:13,647 - Episode: 720/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-23 21:05:22,342 - Episode: 721/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 21:05:30,931 - Episode: 722/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:05:39,710 - Episode: 723/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:05:48,476 - Episode: 724/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:05:57,193 - Episode: 725/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:06:05,795 - Episode: 726/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:06:14,763 - Episode: 727/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-23 21:06:23,562 - Episode: 728/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-23 21:06:32,200 - Episode: 729/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-23 21:06:41,440 - Episode: 730/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:06:50,485 - Episode: 731/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:06:59,018 - Episode: 732/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:07:07,982 - Episode: 733/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:07:16,618 - Episode: 734/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:07:25,477 - Episode: 735/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-23 21:07:34,250 - Episode: 736/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-23 21:07:42,934 - Episode: 737/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-23 21:07:52,021 - Episode: 738/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 21:08:00,840 - Episode: 739/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 21:08:10,208 - Episode: 740/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:08:18,850 - Episode: 741/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:08:27,819 - Episode: 742/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:08:36,370 - Episode: 743/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:08:44,970 - Episode: 744/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 21:08:53,862 - Episode: 745/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-23 21:09:02,583 - Episode: 746/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 21:09:11,149 - Episode: 747/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-23 21:09:19,568 - Episode: 748/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:09:28,219 - Episode: 749/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:09:36,729 - Episode: 750/1000, Total Reward: 7.499999999999982, Accuracy: 0.00
2024-04-23 21:09:45,566 - Episode: 751/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-23 21:09:54,372 - Episode: 752/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-23 21:10:03,682 - Episode: 753/1000, Total Reward: -10.499999999999996, Accuracy: 0.00
2024-04-23 21:10:11,643 - Episode: 754/1000, Total Reward: -11.299999999999994, Accuracy: 0.00
2024-04-23 21:10:18,394 - Episode: 755/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-23 21:10:26,010 - Episode: 756/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-23 21:10:37,388 - Episode: 757/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-23 21:10:46,185 - Episode: 758/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:10:55,100 - Episode: 759/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:11:04,422 - Episode: 760/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:11:13,178 - Episode: 761/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:11:22,488 - Episode: 762/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:11:31,141 - Episode: 763/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:11:39,705 - Episode: 764/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-23 21:11:49,201 - Episode: 765/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-23 21:11:58,110 - Episode: 766/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-23 21:12:06,780 - Episode: 767/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-23 21:12:15,661 - Episode: 768/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-23 21:12:24,377 - Episode: 769/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-23 21:12:33,604 - Episode: 770/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-23 21:12:42,267 - Episode: 771/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-23 21:12:51,547 - Episode: 772/1000, Total Reward: 7.499999999999982, Accuracy: 0.00
2024-04-23 21:13:01,160 - Episode: 773/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:13:09,536 - Episode: 774/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:13:18,376 - Episode: 775/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:13:27,335 - Episode: 776/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-23 21:13:38,152 - Episode: 777/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:13:47,072 - Episode: 778/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:13:55,745 - Episode: 779/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:14:04,325 - Episode: 780/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:14:13,038 - Episode: 781/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:14:21,654 - Episode: 782/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-23 21:14:30,085 - Episode: 783/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:14:38,551 - Episode: 784/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:14:46,953 - Episode: 785/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:14:55,751 - Episode: 786/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:15:04,178 - Episode: 787/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-23 21:15:13,023 - Episode: 788/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:15:22,420 - Episode: 789/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:15:30,919 - Episode: 790/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:15:39,992 - Episode: 791/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:15:50,209 - Episode: 792/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:15:58,891 - Episode: 793/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:16:07,138 - Episode: 794/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-23 21:16:16,802 - Episode: 795/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:16:27,435 - Episode: 796/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:16:36,817 - Episode: 797/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:16:43,338 - Episode: 798/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-23 21:16:49,012 - Episode: 799/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-23 21:16:54,577 - Episode: 800/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-23 21:17:00,265 - Episode: 801/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:17:05,876 - Episode: 802/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:17:11,535 - Episode: 803/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:17:17,238 - Episode: 804/1000, Total Reward: 7.299999999999983, Accuracy: 0.00
2024-04-23 21:17:22,895 - Episode: 805/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-23 21:17:28,583 - Episode: 806/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-23 21:17:34,194 - Episode: 807/1000, Total Reward: -4.800000000000001, Accuracy: 0.00
2024-04-23 21:17:39,891 - Episode: 808/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-23 21:17:45,475 - Episode: 809/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-23 21:17:50,964 - Episode: 810/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:17:56,686 - Episode: 811/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:18:02,234 - Episode: 812/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:18:07,812 - Episode: 813/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:18:13,408 - Episode: 814/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:18:18,927 - Episode: 815/1000, Total Reward: 6.399999999999984, Accuracy: 0.00
2024-04-23 21:18:24,413 - Episode: 816/1000, Total Reward: 7.099999999999984, Accuracy: 0.00
2024-04-23 21:18:29,929 - Episode: 817/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-23 21:18:35,634 - Episode: 818/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-23 21:18:41,121 - Episode: 819/1000, Total Reward: -4.4, Accuracy: 0.00
2024-04-23 21:18:46,764 - Episode: 820/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
